,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
33575,38,40,6,5,33,35,33,Train/33/00033_00016_00005.png
22107,158,149,13,13,145,137,13,Train/13/00013_00054_00027.png
4285,55,54,6,6,50,49,2,Train/2/00002_00049_00025.png
23965,115,136,10,11,105,125,15,Train/15/00015_00018_00025.png
29884,61,55,6,6,56,50,25,Train/25/00025_00047_00004.png
37136,75,81,7,8,69,74,38,Train/38/00038_00037_00027.png
2351,44,44,6,5,39,39,1,Train/1/00001_00059_00011.png
23817,65,73,6,7,60,66,15,Train/15/00015_00013_00027.png
25585,31,28,6,5,26,23,18,Train/18/00018_00000_00025.png
36771,46,45,6,5,41,40,38,Train/38/00038_00025_00022.png
31348,135,123,11,11,124,113,28,Train/28/00028_00017_00028.png
14667,111,110,9,9,102,101,9,Train/9/00009_00036_00027.png
36556,48,50,5,5,43,45,38,Train/38/00038_00018_00017.png
37684,43,46,6,5,38,40,38,Train/38/00038_00056_00005.png
17258,53,49,6,6,47,43,11,Train/11/00011_00007_00008.png
25324,28,30,5,5,22,24,17,Train/17/00017_00029_00004.png
14945,47,45,5,6,41,39,9,Train/9/00009_00046_00005.png
39200,44,46,5,5,39,41,42,Train/42/00042_00007_00021.png
35650,35,33,6,5,29,28,36,Train/36/00036_00008_00011.png
15389,106,107,9,10,97,98,10,Train/10/00010_00011_00029.png
20577,167,146,15,12,152,134,13,Train/13/00013_00003_00027.png
33451,34,31,5,6,28,26,33,Train/33/00033_00012_00001.png
27636,37,37,6,6,32,32,22,Train/22/00022_00011_00006.png
3594,59,59,6,6,54,54,2,Train/2/00002_00026_00024.png
10524,37,39,6,5,32,34,6,Train/6/00006_00007_00024.png
8998,47,44,6,5,42,39,5,Train/5/00005_00018_00028.png
32023,41,35,6,5,36,30,30,Train/30/00030_00013_00013.png
33704,44,44,5,5,39,39,33,Train/33/00033_00020_00015.png
28514,87,83,8,8,80,76,25,Train/25/00025_00001_00014.png
28540,38,35,6,5,32,30,25,Train/25/00025_00002_00010.png
3431,34,34,5,5,29,29,2,Train/2/00002_00021_00011.png
9366,27,28,5,5,22,23,5,Train/5/00005_00031_00006.png
37203,45,48,6,5,40,43,38,Train/38/00038_00040_00004.png
38703,44,45,6,6,38,40,40,Train/40/00040_00011_00004.png
1460,57,57,6,5,52,52,1,Train/1/00001_00029_00020.png
36959,33,33,5,5,28,28,38,Train/38/00038_00032_00000.png
28108,94,83,9,7,86,76,23,Train/23/00023_00013_00028.png
1770,33,34,6,6,28,29,1,Train/1/00001_00040_00000.png
24260,41,40,6,5,36,35,16,Train/16/00016_00007_00020.png
21735,50,44,6,6,45,39,13,Train/13/00013_00042_00015.png
17071,50,51,6,5,45,45,11,Train/11/00011_00001_00001.png
18393,31,28,6,5,25,23,12,Train/12/00012_00001_00003.png
33212,27,28,5,5,22,23,33,Train/33/00033_00004_00002.png
18243,33,31,5,6,28,26,11,Train/11/00011_00040_00003.png
9033,28,29,6,6,23,23,5,Train/5/00005_00020_00003.png
31432,63,59,5,6,58,54,29,Train/29/00029_00002_00022.png
2134,29,31,6,6,24,26,1,Train/1/00001_00052_00004.png
24074,55,59,5,6,50,54,16,Train/16/00016_00001_00014.png
33060,25,27,5,6,20,21,32,Train/32/00032_00007_00000.png
28122,83,75,8,7,76,69,23,Train/23/00023_00014_00012.png
2582,34,32,6,5,28,27,1,Train/1/00001_00067_00002.png
26222,58,60,5,5,53,54,18,Train/18/00018_00022_00002.png
11170,39,40,6,5,34,35,7,Train/7/00007_00015_00010.png
20949,45,40,6,5,40,35,13,Train/13/00013_00016_00009.png
27151,33,32,6,6,28,26,21,Train/21/00021_00006_00001.png
25555,30,38,6,5,25,33,17,Train/17/00017_00036_00025.png
21100,36,31,6,5,31,26,13,Train/13/00013_00021_00010.png
32597,85,75,8,6,78,69,31,Train/31/00031_00017_00017.png
38413,46,44,6,5,40,39,40,Train/40/00040_00001_00014.png
33225,42,42,6,5,37,37,33,Train/33/00033_00004_00015.png
10641,48,49,5,6,43,44,6,Train/6/00006_00011_00021.png
12064,28,29,5,6,22,24,7,Train/7/00007_00045_00004.png
15884,36,37,5,6,31,32,10,Train/10/00010_00028_00014.png
8153,44,50,6,6,39,45,4,Train/4/00004_00056_00023.png
18225,40,38,5,5,35,33,11,Train/11/00011_00039_00015.png
31316,83,82,8,8,76,75,28,Train/28/00028_00016_00026.png
8124,49,48,5,5,44,43,4,Train/4/00004_00055_00024.png
9406,35,37,5,6,30,32,5,Train/5/00005_00032_00016.png
16056,32,30,6,6,27,25,10,Train/10/00010_00034_00006.png
14329,47,47,6,6,42,42,9,Train/9/00009_00025_00019.png
33847,32,30,5,5,26,25,34,Train/34/00034_00002_00008.png
32964,51,56,5,6,46,51,32,Train/32/00032_00003_00024.png
30371,37,36,6,6,32,31,26,Train/26/00026_00013_00011.png
5364,68,71,6,7,62,65,3,Train/3/00003_00010_00024.png
3438,39,40,6,5,34,35,2,Train/2/00002_00021_00018.png
2415,41,42,5,5,36,37,1,Train/1/00001_00061_00015.png
22968,58,56,6,5,52,51,14,Train/14/00014_00011_00018.png
3488,32,33,5,6,27,28,2,Train/2/00002_00023_00008.png
15336,33,33,5,5,28,28,10,Train/10/00010_00010_00006.png
29992,73,64,7,5,67,59,26,Train/26/00026_00000_00022.png
10422,38,39,6,6,33,34,6,Train/6/00006_00004_00012.png
37392,34,35,5,5,29,30,38,Train/38/00038_00046_00013.png
8053,49,46,5,5,44,41,4,Train/4/00004_00053_00013.png
16891,29,30,5,6,24,25,10,Train/10/00010_00062_00001.png
36248,30,31,5,6,25,26,38,Train/38/00038_00008_00009.png
33043,34,35,5,6,29,30,32,Train/32/00032_00006_00013.png
20891,58,53,6,6,52,47,13,Train/13/00013_00014_00011.png
4326,34,33,6,6,29,28,2,Train/2/00002_00051_00006.png
19543,47,46,6,5,42,41,12,Train/12/00012_00039_00013.png
34522,64,67,5,6,58,61,35,Train/35/00035_00010_00023.png
37202,43,47,6,6,38,42,38,Train/38/00038_00040_00003.png
28691,74,68,6,6,67,62,25,Train/25/00025_00007_00011.png
1007,41,41,5,5,35,35,1,Train/1/00001_00014_00017.png
22681,31,32,5,5,26,27,14,Train/14/00014_00002_00001.png
5567,54,56,5,5,49,51,3,Train/3/00003_00017_00017.png
10029,31,29,5,5,26,24,5,Train/5/00005_00053_00009.png
23519,51,53,5,5,46,48,15,Train/15/00015_00003_00029.png
1624,29,28,6,5,23,23,1,Train/1/00001_00035_00004.png
25081,29,28,5,5,24,23,17,Train/17/00017_00021_00001.png
32468,33,34,6,6,28,29,31,Train/31/00031_00013_00008.png
29464,38,36,6,5,33,30,25,Train/25/00025_00033_00004.png
13224,53,52,6,5,48,47,8,Train/8/00008_00035_00024.png
34758,40,42,5,5,35,37,35,Train/35/00035_00018_00019.png
1167,56,55,6,5,51,50,1,Train/1/00001_00019_00027.png
29892,82,74,7,7,75,68,25,Train/25/00025_00047_00012.png
18328,134,132,11,11,123,121,11,Train/11/00011_00042_00028.png
38228,37,37,5,5,32,32,39,Train/39/00039_00005_00009.png
30404,74,68,7,7,68,62,26,Train/26/00026_00014_00014.png
28912,70,63,6,6,64,58,25,Train/25/00025_00014_00022.png
17289,55,49,6,5,50,44,11,Train/11/00011_00008_00009.png
19588,123,122,11,10,113,112,12,Train/12/00012_00040_00028.png
35267,39,38,5,5,34,33,35,Train/35/00035_00035_00018.png
19605,34,34,5,5,29,29,12,Train/12/00012_00041_00015.png
7416,31,31,6,5,26,26,4,Train/4/00004_00032_00006.png
38020,38,39,6,6,33,34,38,Train/38/00038_00067_00011.png
10459,37,41,5,6,32,36,6,Train/6/00006_00005_00019.png
16066,40,37,6,6,35,32,10,Train/10/00010_00034_00016.png
1011,48,49,6,5,43,43,1,Train/1/00001_00014_00021.png
32535,57,52,6,5,52,47,31,Train/31/00031_00015_00015.png
19343,52,63,5,6,47,58,12,Train/12/00012_00032_00023.png
30310,52,48,6,6,47,43,26,Train/26/00026_00011_00010.png
36425,29,29,6,5,24,24,38,Train/38/00038_00014_00006.png
355,62,59,5,6,57,54,20,Train/20/00020_00011_00025.png
33913,63,64,5,6,58,59,34,Train/34/00034_00004_00014.png
6492,46,47,5,6,41,42,4,Train/4/00004_00001_00012.png
17683,41,35,6,6,36,30,11,Train/11/00011_00021_00013.png
38462,38,38,5,5,33,33,40,Train/40/00040_00003_00003.png
30723,31,28,6,5,25,22,27,Train/27/00027_00005_00003.png
28923,36,34,6,6,31,29,25,Train/25/00025_00015_00003.png
24516,27,41,6,5,22,36,17,Train/17/00017_00002_00006.png
1041,53,53,6,6,48,48,1,Train/1/00001_00015_00021.png
8487,43,43,6,6,38,38,5,Train/5/00005_00001_00027.png
23058,81,91,8,8,73,83,14,Train/14/00014_00014_00018.png
22469,129,115,12,10,118,105,13,Train/13/00013_00066_00029.png
24137,44,45,6,6,39,40,16,Train/16/00016_00003_00017.png
12944,34,35,6,5,29,30,8,Train/8/00008_00026_00014.png
19738,76,77,7,7,70,71,12,Train/12/00012_00045_00028.png
10930,38,38,6,6,33,33,7,Train/7/00007_00007_00010.png
8453,55,57,6,6,50,52,5,Train/5/00005_00000_00023.png
31828,73,72,7,6,67,66,30,Train/30/00030_00006_00028.png
15933,28,29,5,6,23,24,10,Train/10/00010_00030_00003.png
7482,36,36,6,6,31,31,4,Train/4/00004_00034_00012.png
21370,42,41,5,6,37,36,13,Train/13/00013_00030_00010.png
32061,46,43,5,5,41,38,30,Train/30/00030_00014_00021.png
6826,44,43,6,6,38,38,4,Train/4/00004_00012_00016.png
6947,40,43,6,6,35,38,4,Train/4/00004_00016_00017.png
487,63,68,6,6,57,62,0,Train/0/00000_00004_00007.png
12987,47,41,5,6,42,36,8,Train/8/00008_00027_00027.png
5824,27,28,5,6,22,23,3,Train/3/00003_00026_00004.png
27360,32,30,6,6,27,25,22,Train/22/00022_00002_00000.png
14030,43,43,5,5,38,38,9,Train/9/00009_00015_00020.png
11631,38,39,5,6,32,33,7,Train/7/00007_00030_00021.png
5692,54,56,5,6,49,51,3,Train/3/00003_00021_00022.png
33360,71,75,6,7,65,69,33,Train/33/00033_00009_00000.png
37112,37,40,5,5,32,35,38,Train/38/00038_00037_00003.png
32354,50,46,6,5,45,41,31,Train/31/00031_00009_00014.png
5503,35,34,6,6,29,29,3,Train/3/00003_00015_00013.png
27023,68,58,6,5,62,53,21,Train/21/00021_00001_00023.png
7631,38,38,6,6,33,33,4,Train/4/00004_00039_00011.png
14003,63,64,6,6,58,59,9,Train/9/00009_00014_00023.png
14764,42,42,6,5,37,37,9,Train/9/00009_00040_00004.png
35862,46,45,6,6,41,40,37,Train/37/00037_00002_00013.png
9260,48,46,5,6,43,41,5,Train/5/00005_00027_00020.png
24787,27,28,5,5,22,23,17,Train/17/00017_00011_00007.png
20030,56,56,6,5,51,51,12,Train/12/00012_00055_00020.png
18744,81,84,7,8,73,76,12,Train/12/00012_00012_00024.png
2826,28,30,5,6,23,25,2,Train/2/00002_00001_00006.png
10009,42,42,5,5,37,37,5,Train/5/00005_00052_00019.png
14589,32,31,6,6,27,26,9,Train/9/00009_00034_00009.png
38257,31,31,6,5,26,25,39,Train/39/00039_00006_00008.png
15145,45,47,5,6,40,42,10,Train/10/00010_00003_00025.png
10403,53,54,6,5,48,49,6,Train/6/00006_00003_00023.png
17728,163,143,14,12,149,131,11,Train/11/00011_00022_00028.png
18980,43,48,5,6,38,43,12,Train/12/00012_00020_00020.png
14460,26,27,5,6,21,22,9,Train/9/00009_00030_00000.png
26767,75,62,6,5,68,57,19,Train/19/00019_00000_00007.png
26771,83,70,8,7,76,63,19,Train/19/00019_00000_00011.png
11446,40,40,6,6,35,35,7,Train/7/00007_00024_00016.png
8574,54,58,5,6,49,52,5,Train/5/00005_00004_00024.png
14597,42,42,5,6,36,36,9,Train/9/00009_00034_00017.png
38588,33,32,5,5,27,27,40,Train/40/00040_00007_00009.png
24577,45,49,6,5,40,43,17,Train/17/00017_00004_00007.png
8702,32,32,6,6,27,27,5,Train/5/00005_00009_00002.png
231,44,42,5,5,38,36,20,Train/20/00020_00007_00021.png
22094,92,87,8,7,84,79,13,Train/13/00013_00054_00014.png
13143,29,29,6,6,23,24,8,Train/8/00008_00033_00003.png
36090,37,38,6,5,32,32,38,Train/38/00038_00003_00001.png
5402,30,31,6,6,25,25,3,Train/3/00003_00012_00002.png
23888,30,31,5,6,25,26,15,Train/15/00015_00016_00008.png
13274,39,38,6,5,34,33,8,Train/8/00008_00037_00014.png
5469,33,32,6,6,27,27,3,Train/3/00003_00014_00009.png
19318,86,86,8,8,79,79,12,Train/12/00012_00031_00028.png
10444,26,29,5,6,21,24,6,Train/6/00006_00005_00004.png
24466,28,31,5,5,22,26,17,Train/17/00017_00000_00016.png
35098,63,63,6,6,58,58,35,Train/35/00035_00029_00029.png
27108,44,39,6,5,39,34,21,Train/21/00021_00004_00018.png
36862,31,33,5,6,26,28,38,Train/38/00038_00028_00023.png
4567,45,45,6,6,40,40,2,Train/2/00002_00059_00007.png
13451,34,33,5,6,29,28,8,Train/8/00008_00043_00011.png
8793,28,28,5,5,23,23,5,Train/5/00005_00012_00003.png
2931,47,48,5,6,42,43,2,Train/2/00002_00004_00021.png
33852,37,37,5,6,31,31,34,Train/34/00034_00002_00013.png
3675,50,48,6,5,44,43,2,Train/2/00002_00029_00015.png
25260,27,25,6,5,22,20,17,Train/17/00017_00027_00000.png
34165,37,40,5,6,32,35,34,Train/34/00034_00012_00026.png
7743,29,29,6,6,24,24,4,Train/4/00004_00043_00003.png
31018,106,94,10,8,97,86,28,Train/28/00028_00006_00028.png
36733,42,42,6,5,37,37,38,Train/38/00038_00024_00014.png
16742,33,32,5,5,28,27,10,Train/10/00010_00057_00002.png
9206,42,42,5,5,37,37,5,Train/5/00005_00025_00026.png
34359,32,32,6,6,27,27,35,Train/35/00035_00005_00010.png
28946,129,113,12,10,117,104,25,Train/25/00025_00015_00026.png
39102,39,40,5,6,34,35,42,Train/42/00042_00004_00013.png
25065,37,36,5,6,32,31,17,Train/17/00017_00020_00015.png
22487,47,44,6,6,42,39,13,Train/13/00013_00067_00017.png
6610,53,54,5,6,48,49,4,Train/4/00004_00005_00010.png
8018,29,31,5,5,24,26,4,Train/4/00004_00052_00008.png
14487,62,64,5,6,57,59,9,Train/9/00009_00030_00027.png
22257,97,89,9,8,89,82,13,Train/13/00013_00059_00027.png
30942,42,37,6,5,37,32,28,Train/28/00028_00004_00012.png
20591,37,35,6,6,32,30,13,Train/13/00013_00004_00011.png
27579,40,37,5,6,35,32,22,Train/22/00022_00009_00009.png
10834,32,33,5,6,27,28,7,Train/7/00007_00004_00004.png
35754,72,72,7,7,65,66,36,Train/36/00036_00011_00025.png
2427,57,60,5,5,52,55,1,Train/1/00001_00061_00027.png
26651,53,54,5,6,48,49,18,Train/18/00018_00036_00011.png
5183,53,52,6,5,47,46,3,Train/3/00003_00004_00023.png
19042,54,53,5,5,49,48,12,Train/12/00012_00022_00022.png
21131,52,52,6,5,46,46,13,Train/13/00013_00022_00011.png
23913,34,34,6,5,29,28,15,Train/15/00015_00017_00003.png
31050,54,51,6,6,52,46,28,Train/28/00028_00008_00000.png
28523,140,121,13,11,128,111,25,Train/25/00025_00001_00023.png
6502,56,58,6,6,51,53,4,Train/4/00004_00001_00022.png
29387,75,70,7,7,69,64,25,Train/25/00025_00030_00017.png
7537,34,35,5,6,29,30,4,Train/4/00004_00036_00007.png
31185,42,39,6,5,37,34,28,Train/28/00028_00012_00015.png
18378,40,46,5,6,34,40,12,Train/12/00012_00000_00018.png
13043,67,68,6,7,61,62,8,Train/8/00008_00029_00023.png
9945,38,39,5,5,33,33,5,Train/5/00005_00050_00015.png
5648,34,33,6,5,29,28,3,Train/3/00003_00020_00008.png
826,51,54,5,5,46,49,1,Train/1/00001_00008_00016.png
21829,106,106,10,10,97,97,13,Train/13/00013_00045_00019.png
28364,35,33,6,6,30,28,24,Train/24/00024_00005_00014.png
18160,36,39,5,6,31,33,11,Train/11/00011_00037_00010.png
8909,161,168,14,15,148,154,5,Train/5/00005_00015_00029.png
8217,60,61,6,6,55,56,4,Train/4/00004_00058_00027.png
9314,36,36,6,5,31,31,5,Train/5/00005_00029_00014.png
36492,48,58,5,6,43,53,38,Train/38/00038_00016_00013.png
3470,47,49,6,6,42,44,2,Train/2/00002_00022_00020.png
24567,51,52,6,5,46,46,17,Train/17/00017_00003_00027.png
10152,36,36,5,6,31,31,5,Train/5/00005_00057_00012.png
28003,54,50,6,6,49,45,23,Train/23/00023_00010_00013.png
11873,51,51,5,5,46,46,7,Train/7/00007_00038_00023.png
30910,42,39,5,6,36,33,28,Train/28/00028_00003_00010.png
11599,43,43,6,5,38,38,7,Train/7/00007_00029_00019.png
3351,50,50,6,6,45,45,2,Train/2/00002_00018_00021.png
3179,143,136,12,11,131,125,2,Train/2/00002_00012_00029.png
4853,59,59,6,6,54,54,2,Train/2/00002_00068_00023.png
31226,122,118,10,10,111,108,28,Train/28/00028_00013_00026.png
29412,41,39,6,6,36,34,25,Train/25/00025_00031_00012.png
14810,37,40,5,6,32,35,9,Train/9/00009_00041_00020.png
36498,54,64,6,6,49,59,38,Train/38/00038_00016_00019.png
14469,30,32,5,6,25,27,9,Train/9/00009_00030_00009.png
7971,45,47,6,5,40,41,4,Train/4/00004_00050_00021.png
34507,45,46,5,5,40,41,35,Train/35/00035_00010_00008.png
34092,38,41,6,5,32,36,34,Train/34/00034_00010_00013.png
513,30,28,5,5,25,23,0,Train/0/00000_00005_00003.png
38720,53,56,5,6,47,51,40,Train/40/00040_00011_00021.png
30060,29,27,5,5,24,22,26,Train/26/00026_00003_00000.png
8254,32,32,5,5,27,27,4,Train/4/00004_00060_00004.png
18665,37,33,5,5,32,28,12,Train/12/00012_00010_00005.png
31883,60,53,6,6,55,48,30,Train/30/00030_00008_00023.png
36709,53,53,6,5,48,48,38,Train/38/00038_00023_00020.png
25107,62,58,6,5,57,53,17,Train/17/00017_00021_00027.png
8175,40,39,6,5,35,34,4,Train/4/00004_00057_00015.png
6093,30,32,5,5,25,27,3,Train/3/00003_00035_00003.png
4783,38,42,5,6,33,37,2,Train/2/00002_00066_00013.png
4312,41,44,5,6,36,39,2,Train/2/00002_00050_00022.png
18639,35,35,5,5,30,30,12,Train/12/00012_00009_00009.png
1108,92,94,8,8,84,86,1,Train/1/00001_00017_00028.png
7806,34,34,6,5,29,29,4,Train/4/00004_00045_00006.png
34896,32,32,6,5,27,27,35,Train/35/00035_00023_00007.png
33181,31,30,6,5,26,25,33,Train/33/00033_00003_00001.png
21255,45,59,6,6,39,53,13,Train/13/00013_00026_00015.png
18668,39,35,5,5,34,30,12,Train/12/00012_00010_00008.png
35835,50,47,6,5,45,42,37,Train/37/00037_00001_00016.png
17821,49,45,5,5,44,40,11,Train/11/00011_00026_00001.png
38678,38,42,5,6,33,36,40,Train/40/00040_00010_00009.png
17879,141,119,12,11,129,109,11,Train/11/00011_00027_00029.png
38488,120,115,11,10,109,105,40,Train/40/00040_00003_00029.png
23802,39,42,6,6,33,36,15,Train/15/00015_00013_00012.png
181,27,27,6,6,22,21,20,Train/20/00020_00006_00001.png
36152,28,29,6,5,23,24,38,Train/38/00038_00005_00003.png
37653,48,49,5,6,43,44,38,Train/38/00038_00055_00004.png
6557,39,37,5,5,34,32,4,Train/4/00004_00003_00017.png
26839,73,61,7,5,67,55,19,Train/19/00019_00002_00019.png
28508,74,70,6,7,68,64,25,Train/25/00025_00001_00008.png
37199,46,46,6,5,41,41,38,Train/38/00038_00040_00000.png
15551,36,35,6,5,31,30,10,Train/10/00010_00017_00011.png
12255,37,40,5,6,32,35,8,Train/8/00008_00003_00015.png
5347,32,34,6,6,27,29,3,Train/3/00003_00010_00007.png
1915,73,72,7,6,67,66,1,Train/1/00001_00044_00025.png
29792,36,34,6,6,31,29,25,Train/25/00025_00044_00002.png
28945,118,105,10,9,108,96,25,Train/25/00025_00015_00025.png
27072,42,39,5,5,37,34,21,Train/21/00021_00003_00012.png
25446,28,29,6,5,23,24,17,Train/17/00017_00033_00006.png
35460,26,27,5,6,21,22,36,Train/36/00036_00002_00001.png
5603,62,62,5,5,57,57,3,Train/3/00003_00018_00023.png
14468,30,31,5,5,24,25,9,Train/9/00009_00030_00008.png
6409,50,51,5,6,45,46,3,Train/3/00003_00045_00019.png
5374,28,27,6,5,23,22,3,Train/3/00003_00011_00004.png
3952,77,75,7,6,71,69,2,Train/2/00002_00038_00022.png
5225,46,48,5,5,41,43,3,Train/3/00003_00006_00005.png
35073,41,38,6,5,36,33,35,Train/35/00035_00029_00004.png
19942,134,136,12,12,123,125,12,Train/12/00012_00052_00022.png
10999,38,39,6,6,33,34,7,Train/7/00007_00009_00019.png
6817,33,33,6,6,28,28,4,Train/4/00004_00012_00007.png
37536,35,36,5,6,30,31,38,Train/38/00038_00051_00007.png
16946,53,55,5,6,48,49,10,Train/10/00010_00063_00026.png
2839,46,49,6,6,41,43,2,Train/2/00002_00001_00019.png
19334,44,44,6,5,39,39,12,Train/12/00012_00032_00014.png
26671,37,36,6,5,32,31,18,Train/18/00018_00037_00001.png
6504,57,59,5,5,52,54,4,Train/4/00004_00001_00024.png
14465,28,30,5,6,23,25,9,Train/9/00009_00030_00005.png
6639,34,35,6,6,29,30,4,Train/4/00004_00006_00009.png
25391,35,38,6,5,30,33,17,Train/17/00017_00031_00011.png
13915,87,90,7,8,80,82,9,Train/9/00009_00011_00025.png
28357,29,28,6,6,24,23,24,Train/24/00024_00005_00007.png
34823,58,57,6,5,53,52,35,Train/35/00035_00020_00024.png
29731,32,32,5,6,27,27,25,Train/25/00025_00042_00001.png
31000,48,44,6,5,43,39,28,Train/28/00028_00006_00010.png
22373,61,57,6,6,56,52,13,Train/13/00013_00063_00023.png
854,39,39,6,6,34,34,1,Train/1/00001_00009_00014.png
12040,29,29,5,5,24,24,7,Train/7/00007_00044_00010.png
6964,30,31,5,5,25,26,4,Train/4/00004_00017_00004.png
838,64,72,6,7,59,66,1,Train/1/00001_00008_00028.png
4946,43,43,5,6,37,38,2,Train/2/00002_00071_00026.png
26590,41,36,5,5,35,31,18,Train/18/00018_00034_00010.png
13489,44,44,6,5,39,38,8,Train/8/00008_00044_00019.png
19587,107,106,10,9,98,97,12,Train/12/00012_00040_00027.png
2702,36,37,5,6,31,32,1,Train/1/00001_00071_00002.png
4347,101,98,9,8,92,90,2,Train/2/00002_00051_00027.png
26132,39,39,5,5,34,34,18,Train/18/00018_00019_00002.png
34535,33,33,5,5,28,28,35,Train/35/00035_00011_00006.png
27528,60,60,5,6,55,54,22,Train/22/00022_00007_00018.png
37758,53,55,5,6,48,50,38,Train/38/00038_00058_00019.png
3015,44,43,6,6,39,38,2,Train/2/00002_00007_00015.png
4131,55,55,6,6,50,50,2,Train/2/00002_00044_00021.png
38481,74,70,6,6,67,64,40,Train/40/00040_00003_00022.png
3144,54,50,5,5,48,45,2,Train/2/00002_00011_00024.png
23571,43,43,5,5,38,38,15,Train/15/00015_00005_00021.png
24474,30,35,5,6,25,30,17,Train/17/00017_00000_00024.png
10035,37,35,5,5,32,30,5,Train/5/00005_00053_00015.png
24048,86,87,7,7,79,80,16,Train/16/00016_00000_00018.png
8708,36,36,6,6,31,31,5,Train/5/00005_00009_00008.png
24252,33,34,5,5,28,29,16,Train/16/00016_00007_00012.png
8834,38,38,5,5,33,33,5,Train/5/00005_00013_00014.png
16369,36,37,5,5,31,32,10,Train/10/00010_00044_00019.png
21747,67,56,6,5,61,51,13,Train/13/00013_00042_00027.png
24066,42,45,5,5,37,40,16,Train/16/00016_00001_00006.png
30251,37,36,6,6,32,31,26,Train/26/00026_00009_00011.png
8231,37,35,5,5,32,30,4,Train/4/00004_00059_00011.png
8085,53,54,6,5,48,49,4,Train/4/00004_00054_00015.png
32644,42,42,5,5,37,37,31,Train/31/00031_00019_00004.png
30276,35,31,6,5,29,26,26,Train/26/00026_00010_00006.png
34845,38,39,5,6,33,34,35,Train/35/00035_00021_00016.png
23931,52,51,6,5,47,45,15,Train/15/00015_00017_00021.png
36393,27,29,5,6,22,24,38,Train/38/00038_00013_00004.png
15561,45,45,6,6,40,40,10,Train/10/00010_00017_00021.png
20610,27,29,5,6,22,24,13,Train/13/00013_00005_00000.png
28060,34,33,6,5,29,28,23,Train/23/00023_00012_00010.png
39153,30,29,6,5,25,24,42,Train/42/00042_00006_00004.png
212,26,27,5,6,21,22,20,Train/20/00020_00007_00002.png
36663,31,31,6,6,26,26,38,Train/38/00038_00022_00004.png
19465,100,99,9,8,92,91,12,Train/12/00012_00036_00025.png
16644,87,91,8,8,80,83,10,Train/10/00010_00053_00024.png
1229,71,74,7,7,65,68,1,Train/1/00001_00021_00029.png
30354,60,56,6,5,55,50,26,Train/26/00026_00012_00024.png
18473,63,63,5,5,58,58,12,Train/12/00012_00003_00023.png
23158,120,124,10,11,110,114,14,Train/14/00014_00017_00028.png
14683,43,42,6,6,37,37,9,Train/9/00009_00037_00013.png
17782,64,57,6,5,59,52,11,Train/11/00011_00024_00022.png
35788,85,86,8,8,78,79,36,Train/36/00036_00012_00029.png
32679,37,36,5,5,32,31,31,Train/31/00031_00020_00009.png
27406,54,50,5,6,49,45,22,Train/22/00022_00003_00016.png
32800,37,35,5,5,32,30,31,Train/31/00031_00024_00010.png
16203,29,29,5,5,24,24,10,Train/10/00010_00039_00003.png
29835,47,40,6,5,42,35,25,Train/25/00025_00045_00015.png
27688,109,101,9,9,100,93,22,Train/22/00022_00012_00028.png
38663,64,65,5,6,59,60,40,Train/40/00040_00009_00024.png
27073,44,41,5,5,39,36,21,Train/21/00021_00003_00013.png
33804,64,77,5,7,59,71,34,Train/34/00034_00000_00025.png
24184,29,28,6,5,24,23,16,Train/16/00016_00005_00004.png
3514,30,30,5,5,25,25,2,Train/2/00002_00024_00004.png
34039,46,48,5,6,41,43,34,Train/34/00034_00008_00020.png
21991,33,30,6,5,28,25,13,Train/13/00013_00051_00001.png
36890,52,51,6,5,47,46,38,Train/38/00038_00029_00021.png
25166,50,53,5,6,44,47,17,Train/17/00017_00023_00026.png
13013,47,40,5,5,42,35,8,Train/8/00008_00028_00023.png
3622,45,45,6,6,40,40,2,Train/2/00002_00027_00022.png
8388,40,40,6,6,35,35,4,Train/4/00004_00064_00018.png
1247,49,50,6,6,44,44,1,Train/1/00001_00022_00017.png
37293,35,37,6,6,30,32,38,Train/38/00038_00043_00004.png
1316,32,34,6,6,27,28,1,Train/1/00001_00024_00026.png
29749,57,53,5,5,52,48,25,Train/25/00025_00042_00019.png
12132,31,31,6,5,26,25,7,Train/7/00007_00047_00012.png
2870,39,38,6,5,33,33,2,Train/2/00002_00002_00020.png
12883,40,40,5,5,35,35,8,Train/8/00008_00024_00013.png
1273,38,36,5,5,33,31,1,Train/1/00001_00023_00013.png
13106,84,89,7,8,76,81,8,Train/8/00008_00031_00026.png
39036,29,30,5,6,24,25,42,Train/42/00042_00002_00007.png
649,57,56,6,5,52,51,1,Train/1/00001_00002_00019.png
24281,68,69,6,7,62,63,16,Train/16/00016_00008_00011.png
38365,62,69,5,7,57,63,39,Train/39/00039_00009_00026.png
27537,142,124,12,10,130,114,22,Train/22/00022_00007_00027.png
15068,34,31,6,5,28,25,10,Train/10/00010_00001_00008.png
5389,46,47,6,6,41,42,3,Train/3/00003_00011_00019.png
19360,44,49,6,5,39,44,12,Train/12/00012_00033_00010.png
18809,129,129,12,12,118,118,12,Train/12/00012_00014_00029.png
27647,50,46,6,5,44,41,22,Train/22/00022_00011_00017.png
21859,58,57,6,6,53,52,13,Train/13/00013_00046_00019.png
24713,31,33,6,6,26,28,17,Train/17/00017_00008_00023.png
19136,81,82,8,7,74,75,12,Train/12/00012_00025_00026.png
